Machine,Start_date,Start_time,End_date,End_time,Uptime,Downtime,Fault,Stops_classification,Transformation,Component,Failure_mode,Stop_classification,Comment 
T,2021-01-26,08:19:00,2021-01-26,08:28:00,38,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-26,08:00:00,2021-01-26,08:55:00,19,55,Machine Stopped by Operator,Conveyor System,Main Conveyor,,,,Product trapped between main and inclined conveyors
T,2021-01-26,07:26:00,2021-01-26,07:41:00,260,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-26,02:55:00,2021-01-26,03:06:00,16,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-26,02:30:00,2021-01-26,02:39:00,7,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-26,02:10:00,2021-01-26,02:23:00,190,13,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
T,2021-01-26,01:56:00,2021-01-26,03:16:00,176,80,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-26,01:05:00,2021-01-26,02:16:00,125,71,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-25,22:38:00,2021-01-25,23:00:00,26,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-25,22:24:00,2021-01-25,22:40:00,12,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-25,21:26:00,2021-01-25,22:12:00,21,46,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
T,2021-01-25,20:43:00,2021-01-25,21:05:00,86,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-25,20:43:00,2021-01-26,01:25:00,86,282,Machine Stopped by Operator,Planned Stop,CIL,Horizontal sealing,,,
T,2021-01-25,19:08:00,2021-01-25,19:17:00,52,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-25,18:51:00,2021-01-25,19:53:00,35,62,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
T,2021-01-25,18:05:00,2021-01-25,18:16:00,31,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-25,16:12:00,2021-01-25,17:34:00,39,82,Photoeye Fault,DCS,Low Suction,Partial blockage on DCS line,,,
T,2021-01-25,15:22:00,2021-01-25,15:33:00,2,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-25,15:09:00,2021-01-25,15:20:00,65,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-25,13:55:00,2021-01-25,14:04:00,42,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-25,11:00:00,2021-01-25,13:13:00,32,133,Horizontal Jaw electric current limit.,Electrical System,Control System,PLC,,,Communication loss between PLC and extraction belt
T,2021-01-25,10:15:00,2021-01-25,10:28:00,14,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-25,10:06:00,2021-01-25,10:22:00,5,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-25,10:04:00,2021-01-25,11:53:00,3,109,End Product,BFS,No Powder Supply,Starvation from MSG,,,
T,2021-01-25,09:50:00,2021-01-25,10:01:00,69,11,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
T,2021-01-25,09:30:00,2021-01-25,10:43:00,49,73,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-25,08:25:00,2021-01-25,08:41:00,65,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-25,07:00:00,2021-01-25,07:20:00,2880,20,Machine Stopped by Operator,Planned Stop,,,,,
T,2021-01-23,07:00:00,2021-01-25,07:00:00,0,2880,Machine Stopped by Operator,Planned Stop,Schedule Complete,,,,
T,2021-01-23,06:50:00,2021-01-23,07:00:00,32,10,Machine Stopped by Operator,Planned Stop,,,,,
T,2021-01-23,06:00:00,2021-01-23,06:18:00,106,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-23,03:59:00,2021-01-23,04:14:00,53,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-23,02:55:00,2021-01-23,03:06:00,101,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-23,02:30:00,2021-01-23,03:48:00,76,78,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-23,01:05:00,2021-01-23,01:14:00,134,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-22,22:38:00,2021-01-22,22:51:00,102,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-22,20:43:00,2021-01-22,20:56:00,142,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-22,18:10:00,2021-01-22,18:21:00,5,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-22,16:52:00,2021-01-22,18:05:00,49,73,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-22,16:12:00,2021-01-22,17:16:00,9,64,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
T,2021-01-22,15:54:00,2021-01-22,16:03:00,38,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-22,15:05:00,2021-01-22,15:16:00,48,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-22,13:55:00,2021-01-22,14:17:00,51,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-22,13:50:00,2021-01-22,14:01:00,46,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-22,12:40:00,2021-01-22,13:04:00,42,24,Machine Stopped by Operator,,,,,,
T,2021-01-22,11:40:00,2021-01-22,11:58:00,78,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-22,11:11:00,2021-01-22,12:02:00,49,51,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
T,2021-01-22,10:04:00,2021-01-22,10:22:00,22,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-22,09:27:00,2021-01-22,09:42:00,62,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-22,08:03:00,2021-01-22,08:25:00,258,22,Machine Stopped by Operator,,,,,,
T,2021-01-22,07:54:00,2021-01-22,08:05:00,249,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-22,03:34:00,2021-01-22,03:45:00,53,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-22,02:30:00,2021-01-22,02:41:00,7,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-22,01:05:00,2021-01-22,02:23:00,16,78,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-22,00:40:00,2021-01-22,00:49:00,100,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-22,00:02:00,2021-01-22,00:51:00,62,49,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
T,2021-01-21,22:38:00,2021-01-21,23:00:00,50,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-21,21:26:00,2021-01-21,21:48:00,10,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-21,20:43:00,2021-01-21,21:16:00,38,33,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
T,2021-01-21,19:47:00,2021-01-21,20:05:00,90,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-21,19:26:00,2021-01-21,20:35:00,69,69,Machine Stopped by Operator,Labour Organization,Contractor inefficiency,,,,
T,2021-01-21,18:51:00,2021-01-21,20:57:00,34,126,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
T,2021-01-21,17:06:00,2021-01-21,18:17:00,41,71,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-21,17:00:00,2021-01-21,17:09:00,35,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-21,16:12:00,2021-01-21,16:25:00,79,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-21,14:44:00,2021-01-21,14:53:00,29,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-21,13:59:00,2021-01-21,14:15:00,3,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-21,13:55:00,2021-01-21,14:24:00,139,29,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
T,2021-01-21,12:40:00,2021-01-21,13:56:00,64,76,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
T,2021-01-21,11:18:00,2021-01-21,11:36:00,61,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-21,11:11:00,2021-01-21,11:57:00,54,46,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
T,2021-01-21,10:04:00,2021-01-21,10:17:00,52,13,Machine Stopped by Operator,,,,,,
T,2021-01-21,08:57:00,2021-01-21,09:12:00,74,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-21,07:32:00,2021-01-21,07:43:00,28,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-21,06:53:00,2021-01-21,07:04:00,248,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-21,02:30:00,2021-01-21,02:45:00,11,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-21,02:10:00,2021-01-21,02:19:00,17,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-21,00:40:00,2021-01-21,01:53:00,61,73,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-21,00:02:00,2021-01-21,01:33:00,23,91,Machine Stopped by Operator,Planned Stop,CIL,Rear web system,,,
T,2021-01-20,21:26:00,2021-01-20,23:39:00,29,133,Horizontal Jaw electric current limit.,Electrical System,Control System,PLC,,,Communication loss between PLC and extraction belt
T,2021-01-20,20:43:00,2021-01-20,21:41:00,227,58,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
T,2021-01-20,20:43:00,2021-01-20,22:47:00,227,124,Machine Stopped by Operator,Planned Stop,CIL,Markem unit,,,
T,2021-01-20,18:51:00,2021-01-20,20:57:00,115,126,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
T,2021-01-20,16:47:00,2021-01-20,16:56:00,26,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-20,16:12:00,2021-01-20,16:21:00,19,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-20,16:12:00,2021-01-20,17:52:00,19,100,Machine Stopped by Operator,Planned Stop,CIL,Main drive,,,
T,2021-01-20,15:26:00,2021-01-20,16:39:00,33,73,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-20,15:00:00,2021-01-20,15:53:00,7,53,Photoeye Fault,PSG Machine,Pulling,Photocell,Photocell lost calibration,,
T,2021-01-20,13:55:00,2021-01-20,14:53:00,26,58,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
T,2021-01-20,12:40:00,2021-01-20,13:29:00,37,49,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
T,2021-01-20,11:47:00,2021-01-20,12:03:00,27,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-20,11:35:00,2021-01-20,11:53:00,15,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-20,11:11:00,2021-01-20,11:20:00,58,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-20,10:04:00,2021-01-20,10:13:00,10,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-20,09:38:00,2021-01-20,09:54:00,70,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-20,08:10:00,2021-01-20,08:28:00,188,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-20,08:03:00,2021-01-20,08:27:00,181,24,Machine Stopped by Operator,,,,,,
T,2021-01-20,04:51:00,2021-01-20,05:02:00,0,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-20,04:36:00,2021-01-20,04:51:00,86,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-20,02:55:00,2021-01-20,03:10:00,10,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-20,02:30:00,2021-01-20,02:45:00,74,15,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
T,2021-01-20,02:10:00,2021-01-20,03:30:00,54,80,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-20,01:05:00,2021-01-20,01:16:00,30,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-20,00:02:00,2021-01-20,00:35:00,74,33,Machine Stopped by Operator,,,,,,
T,2021-01-19,22:38:00,2021-01-20,01:15:00,102,157,End Product,BFS,No Powder Supply,Starvation from MSG,,,
T,2021-01-19,21:26:00,2021-01-19,22:48:00,30,82,End Product,BFS,No Powder Supply,Starvation from MSG,,,
T,2021-01-19,20:43:00,2021-01-19,20:56:00,167,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-19,17:43:00,2021-01-19,23:18:00,51,335,End Product,BFS,No Powder Supply,Starvation from MSG,,,
T,2021-01-19,17:43:00,2021-01-19,17:56:00,51,13,Machine Stopped by Operator,,,,,,
T,2021-01-19,16:12:00,2021-01-19,16:52:00,10,40,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
T,2021-01-19,16:11:00,2021-01-19,16:24:00,9,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-19,15:00:00,2021-01-19,19:18:00,16,258,Machine Stopped by Operator,Planned Stop,CIL,Main conveyor,,,
T,2021-01-19,14:51:00,2021-01-19,16:02:00,7,71,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-19,13:55:00,2021-01-19,14:44:00,66,49,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
T,2021-01-19,12:40:00,2021-01-19,12:49:00,49,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-19,11:11:00,2021-01-19,11:51:00,58,40,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
T,2021-01-19,10:59:00,2021-01-19,11:17:00,46,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-19,10:04:00,2021-01-19,10:13:00,1,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-19,09:48:00,2021-01-19,10:03:00,85,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-19,08:08:00,2021-01-19,08:23:00,17,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-19,08:03:00,2021-01-19,10:25:00,12,142,Machine Stopped by Operator,Planned Stop,CIL,Machine frame,,,
T,2021-01-19,07:42:00,2021-01-19,07:51:00,215,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-19,03:56:00,2021-01-19,04:07:00,48,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-19,03:45:00,2021-01-19,04:00:00,37,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-19,02:55:00,2021-01-19,03:08:00,36,13,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
T,2021-01-19,02:10:00,2021-01-19,02:19:00,49,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-19,01:35:00,2021-01-19,02:55:00,14,80,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-19,01:03:00,2021-01-19,01:21:00,14,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-19,00:40:00,2021-01-19,00:49:00,13,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-19,00:02:00,2021-01-19,05:37:00,20,335,End Product,BFS,No Powder Supply,Starvation from MSG,,,
T,2021-01-19,00:02:00,2021-01-19,01:04:00,20,62,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
T,2021-01-18,23:07:00,2021-01-19,00:27:00,48,80,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-18,22:38:00,2021-01-18,23:42:00,19,64,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
T,2021-01-18,22:38:00,2021-01-19,01:49:00,19,191,Machine Stopped by Operator,Planned Stop,CIL,Forming set,,,
T,2021-01-18,21:26:00,2021-01-18,22:19:00,109,53,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
T,2021-01-18,21:10:00,2021-01-18,21:28:00,93,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-18,20:43:00,2021-01-19,02:18:00,66,335,End Product,BFS,No Powder Supply,Starvation from MSG,,,
T,2021-01-18,18:51:00,2021-01-18,19:37:00,55,46,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
T,2021-01-18,18:51:00,2021-01-18,22:22:00,55,211,Machine Stopped by Operator,Planned Stop,CIL,Front web system,,,
T,2021-01-18,17:43:00,2021-01-18,17:56:00,65,13,Machine Stopped by Operator,,,,,,
T,2021-01-18,16:27:00,2021-01-18,16:38:00,2,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-18,16:12:00,2021-01-18,16:25:00,15,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-18,15:46:00,2021-01-18,15:57:00,89,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-18,13:55:00,2021-01-18,14:17:00,13,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-18,13:55:00,2021-01-18,15:26:00,13,91,Machine Stopped by Operator,Planned Stop,CIL,Spillage hopper,,,
T,2021-01-18,13:55:00,2021-01-18,20:39:00,13,404,Machine Stopped by Operator,Planned Stop,CIL,Dosing unit,,,
T,2021-01-18,13:33:00,2021-01-18,13:42:00,31,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-18,12:40:00,2021-01-18,13:02:00,18,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-18,12:23:00,2021-01-18,15:50:00,1,207,Machine Stopped by Operator,Planned Stop,CIL,Imaje 9040,,,
T,2021-01-18,12:00:00,2021-01-18,12:46:00,22,46,Machine Stopped by Operator,Conveyor System,Main Conveyor,,,,Product trapped between main and inclined conveyors
T,2021-01-18,12:00:00,2021-01-18,12:46:00,22,46,Machine Stopped by Operator,Conveyor System,Main Conveyor,,,,Product trapped between main and inclined conveyors
T,2021-01-18,12:00:00,2021-01-18,12:22:00,22,22,Machine Stopped by Operator,Conveyor System,Main Conveyor,,,,Product trapped between main and inclined conveyors
T,2021-01-18,11:58:00,2021-01-18,12:07:00,20,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-18,11:11:00,2021-01-18,11:38:00,45,27,Machine Stopped by Operator,,,,,,
T,2021-01-18,10:04:00,2021-01-18,10:26:00,21,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-18,09:50:00,2021-01-18,10:05:00,7,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-18,09:30:00,2021-01-18,09:43:00,56,13,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
T,2021-01-18,08:25:00,2021-01-18,08:34:00,0,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-18,08:03:00,2021-01-18,08:25:00,43,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-18,08:00:00,2021-01-18,09:13:00,40,73,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-18,07:00:00,2021-01-18,07:20:00,2880,20,Machine Stopped by Operator,Planned Stop,,,,,
T,2021-01-16,07:00:00,2021-01-18,07:00:00,0,2880,Machine Stopped by Operator,Planned Stop,Schedule Complete,,,,
T,2021-01-16,06:50:00,2021-01-16,07:00:00,101,10,Machine Stopped by Operator,Planned Stop,,,,,
T,2021-01-16,04:58:00,2021-01-16,05:09:00,92,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-16,03:11:00,2021-01-16,03:26:00,85,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-16,02:10:00,2021-01-16,03:23:00,24,73,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-16,01:35:00,2021-01-16,01:46:00,12,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-16,01:05:00,2021-01-16,01:23:00,134,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-16,00:02:00,2021-01-16,01:24:00,71,82,End Product,BFS,No Powder Supply,Starvation from MSG,,,
T,2021-01-15,22:38:00,2021-01-15,22:51:00,54,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-15,21:26:00,2021-01-15,21:44:00,140,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-15,20:43:00,2021-01-15,21:29:00,97,46,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
T,2021-01-15,18:55:00,2021-01-15,19:06:00,40,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-15,18:51:00,2021-01-15,19:18:00,36,27,Machine Stopped by Operator,,,,,,
T,2021-01-15,17:43:00,2021-01-15,19:32:00,62,109,End Product,BFS,No Powder Supply,Starvation from MSG,,,
T,2021-01-15,17:04:00,2021-01-15,18:15:00,23,71,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-15,16:26:00,2021-01-15,16:41:00,98,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-15,16:12:00,2021-01-15,16:36:00,84,24,Machine Stopped by Operator,,,,,,
T,2021-01-15,13:55:00,2021-01-15,14:48:00,132,53,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
T,2021-01-15,12:40:00,2021-01-15,13:56:00,57,76,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
T,2021-01-15,11:30:00,2021-01-15,11:43:00,1,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-15,11:11:00,2021-01-15,11:29:00,27,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-15,10:35:00,2021-01-15,10:44:00,85,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-15,10:04:00,2021-01-15,10:42:00,54,38,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
T,2021-01-15,08:55:00,2021-01-15,09:10:00,33,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-15,08:09:00,2021-01-15,08:22:00,40,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-15,08:03:00,2021-01-15,08:16:00,34,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-15,07:18:00,2021-01-15,07:29:00,164,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-15,04:25:00,2021-01-15,04:34:00,75,9,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-15,02:55:00,2021-01-15,03:10:00,67,15,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-15,01:35:00,2021-01-15,01:48:00,17,13,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
T,2021-01-15,01:05:00,2021-01-15,01:18:00,125,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-15,00:40:00,2021-01-15,01:51:00,100,71,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-14,22:38:00,2021-01-14,23:00:00,59,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-14,21:26:00,2021-01-14,21:39:00,199,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-14,17:49:00,2021-01-14,18:07:00,2,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-14,17:43:00,2021-01-14,17:56:00,69,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-14,16:29:00,2021-01-14,17:47:00,108,78,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-14,16:12:00,2021-01-14,16:34:00,91,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
T,2021-01-14,14:28:00,2021-01-14,14:41:00,12,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-14,14:05:00,2021-01-14,14:16:00,23,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-14,12:40:00,2021-01-14,13:42:00,79,62,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
T,2021-01-14,12:40:00,2021-01-14,17:35:00,79,295,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
T,2021-01-14,11:03:00,2021-01-14,11:21:00,105,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-14,09:09:00,2021-01-14,09:18:00,113,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-14,07:00:00,2021-01-14,07:16:00,51,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-14,05:56:00,2021-01-14,06:09:00,101,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-14,04:04:00,2021-01-14,04:15:00,85,11,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-14,02:30:00,2021-01-14,02:39:00,9,9,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
T,2021-01-14,02:10:00,2021-01-14,02:21:00,10,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
T,2021-01-14,00:40:00,2021-01-14,02:00:00,20,80,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
T,2021-01-14,00:02:00,2021-01-14,00:20:00,55,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
